respondent_id,xyz_vaccine,seasonal_vaccine
45618,0.17,0.76
45619,0.29,0.62
45620,0.45,0.19
45621,0.26,0.33
45622,0.47,0.55
45623,0.32,0.58
45624,0.21,0.8
45625,0.06,0.1
45626,0.22,0.49
45627,0.26,0.36
45628,0.17,0.22
45629,0.45,0.59
45630,0.42,0.39
45631,0.06,0.33
45632,0.33,0.54
45633,0.34,0.39
45634,0.14,0.34
45635,0.15,0.16
45636,0.1,0.15
45637,0.51,0.61
45638,0.2,0.47
45639,0.16,0.14
45640,0.23,0.51
45641,0.22,0.22
45642,0.16,0.23
45643,0.21,0.27
45644,0.57,0.89
45645,0.31,0.51
45646,0.23,0.29
45647,0.6,0.69
45648,0.09,0.08
45649,0.27,0.35
45650,0.44,0.7
45651,0.46,0.7
45652,0.25,0.18
45653,0.54,0.6
45654,0.38,0.74
45655,0.82,0.9
45656,0.23,0.07
45657,0.35,0.63
45658,0.1,0.24
45659,0.16,0.22
45660,0.11,0.25
45661,0.36,0.38
45662,0.27,0.13
45663,0.09,0.1
45664,0.53,0.23
45665,0.15,0.22
45666,0.22,0.26
45667,0.44,0.72
45668,0.1,0.07
45669,0.73,0.83
45670,0.22,0.34
45671,0.13,0.22
45672,0.09,0.76
45673,0.15,0.85
45674,0.24,0.36
45675,0.27,0.41
45676,0.43,0.78
45677,0.23,0.18
45678,0.23,0.17
45679,0.12,0.57
45680,0.33,0.5
45681,0.34,0.58
45682,0.22,0.49
45683,0.18,0.22
45684,0.24,0.4
45685,0.28,0.28
45686,0.25,0.6
45687,0.14,0.79
45688,0.85,0.78
45689,0.1,0.53
45690,0.19,0.48
45691,0.22,0.68
45692,0.27,0.26
45693,0.1,0.38
45694,0.09,0.16
45695,0.24,0.35
45696,0.6,0.58
45697,0.43,0.6
45698,0.12,0.63
45699,0.3,0.56
45700,0.32,0.3
45701,0.61,0.58
45702,0.25,0.18
45703,0.41,0.5
45704,0.41,0.83
45705,0.09,0.17
45706,0.19,0.41
45707,0.17,0.23
45708,0.1,0.82
45709,0.25,0.23
45710,0.16,0.4
45711,0.23,0.27
45712,0.62,0.68
45713,0.17,0.2
45714,0.56,0.52
45715,0.18,0.25
45716,0.24,0.49
45717,0.08,0.12
45718,0.22,0.1
45719,0.11,0.54
45720,0.16,0.29
45721,0.29,0.38
45722,0.54,0.61
45723,0.13,0.5
45724,0.11,0.87
45725,0.62,0.6
45726,0.38,0.55
45727,0.37,0.83
45728,0.22,0.66
45729,0.11,0.24
45730,0.42,0.45
45731,0.15,0.26
45732,0.25,0.47
45733,0.23,0.48
45734,0.32,0.36
45735,0.15,0.22
45736,0.15,0.77
45737,0.23,0.59
45738,0.14,0.51
45739,0.34,0.4
45740,0.42,0.5
45741,0.28,0.6
45742,0.25,0.14
45743,0.07,0.21
45744,0.49,0.53
45745,0.4,0.57
45746,0.33,0.61
45747,0.28,0.51
45748,0.12,0.16
45749,0.21,0.2
45750,0.51,0.73
45751,0.3,0.22
45752,0.22,0.86
45753,0.11,0.3
45754,0.32,0.53
45755,0.13,0.19
45756,0.19,0.2
45757,0.89,0.9
45758,0.68,0.91
45759,0.63,0.73
45760,0.18,0.18
45761,0.65,0.74
45762,0.19,0.71
45763,0.53,0.85
45764,0.2,0.67
45765,0.2,0.26
45766,0.36,0.43
45767,0.63,0.63
45768,0.11,0.67
45769,0.38,0.57
45770,0.72,0.91
45771,0.16,0.22
45772,0.64,0.79
45773,0.05,0.06
45774,0.19,0.66
45775,0.64,0.69
45776,0.27,0.48
45777,0.21,0.51
45778,0.34,0.45
45779,0.22,0.57
45780,0.14,0.55
45781,0.14,0.14
45782,0.18,0.41
45783,0.14,0.53
45784,0.29,0.34
45785,0.15,0.76
45786,0.42,0.69
45787,0.36,0.65
45788,0.42,0.47
45789,0.34,0.53
45790,0.35,0.27
45791,0.16,0.28
45792,0.24,0.1
45793,0.21,0.19
45794,0.64,0.85
45795,0.21,0.5
45796,0.22,0.16
45797,0.13,0.12
45798,0.67,0.8
45799,0.33,0.21
45800,0.23,0.16
45801,0.47,0.67
45802,0.65,0.79
45803,0.14,0.17
45804,0.3,0.45
45805,0.52,0.24
45806,0.31,0.25
45807,0.27,0.58
45808,0.24,0.35
45809,0.18,0.47
45810,0.38,0.76
45811,0.2,0.24
45812,0.31,0.24
45813,0.26,0.25
45814,0.54,0.5
45815,0.6,0.36
45816,0.87,0.93
45817,0.17,0.15
45818,0.35,0.51
45819,0.38,0.73
45820,0.26,0.41
45821,0.15,0.67
45822,0.25,0.54
45823,0.2,0.78
45824,0.09,0.32
45825,0.23,0.46
45826,0.19,0.17
45827,0.25,0.4
45828,0.29,0.19
45829,0.13,0.41
45830,0.3,0.76
45831,0.26,0.36
45832,0.39,0.08
45833,0.21,0.19
45834,0.64,0.67
45835,0.09,0.22
45836,0.41,0.59
45837,0.13,0.51
45838,0.24,0.45
45839,0.11,0.42
45840,0.27,0.29
45841,0.22,0.25
45842,0.3,0.38
45843,0.26,0.62
45844,0.27,0.78
45845,0.55,0.7
45846,0.43,0.64
45847,0.15,0.67
45848,0.26,0.17
45849,0.7,0.65
45850,0.14,0.39
45851,0.4,0.69
45852,0.32,0.77
45853,0.13,0.27
45854,0.54,0.59
45855,0.2,0.37
45856,0.33,0.31
45857,0.2,0.15
45858,0.47,0.49
45859,0.31,0.24
45860,0.64,0.72
45861,0.64,0.77
45862,0.48,0.77
45863,0.14,0.45
45864,0.12,0.23
45865,0.34,0.84
45866,0.16,0.23
45867,0.09,0.34
45868,0.21,0.54
45869,0.17,0.23
45870,0.16,0.38
45871,0.24,0.74
45872,0.65,0.9
45873,0.26,0.42
45874,0.51,0.78
45875,0.11,0.11
45876,0.79,0.8
45877,0.45,0.81
45878,0.29,0.54
45879,0.13,0.2
45880,0.19,0.47
45881,0.53,0.65
45882,0.15,0.44
45883,0.13,0.78
45884,0.48,0.45
45885,0.3,0.71
45886,0.19,0.85
45887,0.74,0.67
45888,0.74,0.8
45889,0.1,0.32
45890,0.07,0.28
45891,0.13,0.18
45892,0.72,0.69
45893,0.68,0.78
45894,0.2,0.19
45895,0.23,0.41
45896,0.26,0.6
45897,0.2,0.28
45898,0.26,0.7
45899,0.36,0.58
45900,0.5,0.63
45901,0.41,0.88
45902,0.17,0.79
45903,0.21,0.48
45904,0.1,0.26
45905,0.52,0.79
45906,0.63,0.77
45907,0.23,0.24
45908,0.49,0.36
45909,0.38,0.6
45910,0.28,0.22
45911,0.25,0.33
45912,0.45,0.79
45913,0.05,0.05
45914,0.19,0.2
45915,0.16,0.74
45916,0.36,0.5
45917,0.49,0.73
45918,0.08,0.1
45919,0.19,0.2
45920,0.53,0.63
45921,0.36,0.61
45922,0.13,0.49
45923,0.11,0.22
45924,0.19,0.7
45925,0.66,0.71
45926,0.19,0.23
45927,0.41,0.47
45928,0.88,0.89
45929,0.61,0.78
45930,0.15,0.51
45931,0.41,0.51
45932,0.24,0.38
45933,0.29,0.19
45934,0.33,0.34
45935,0.26,0.57
45936,0.34,0.67
45937,0.11,0.48
45938,0.22,0.52
45939,0.31,0.46
45940,0.27,0.74
45941,0.19,0.25
45942,0.13,0.18
45943,0.24,0.57
45944,0.07,0.11
45945,0.59,0.64
45946,0.28,0.49
45947,0.28,0.69
45948,0.64,0.83
45949,0.11,0.3
45950,0.66,0.63
45951,0.25,0.29
45952,0.23,0.64
45953,0.19,0.15
45954,0.35,0.48
45955,0.28,0.58
45956,0.39,0.66
45957,0.21,0.79
45958,0.75,0.72
45959,0.15,0.86
45960,0.3,0.72
45961,0.58,0.8
45962,0.27,0.54
45963,0.09,0.18
45964,0.27,0.5
45965,0.2,0.16
45966,0.18,0.19
45967,0.41,0.39
45968,0.23,0.56
45969,0.38,0.64
45970,0.3,0.71
45971,0.49,0.83
45972,0.22,0.61
45973,0.1,0.52
45974,0.24,0.39
45975,0.5,0.56
45976,0.32,0.29
45977,0.61,0.78
45978,0.33,0.31
45979,0.33,0.44
45980,0.35,0.23
45981,0.6,0.63
45982,0.52,0.8
45983,0.24,0.5
45984,0.23,0.26
45985,0.71,0.78
45986,0.82,0.93
45987,0.05,0.11
45988,0.1,0.56
45989,0.32,0.58
45990,0.18,0.25
45991,0.24,0.66
45992,0.16,0.14
45993,0.73,0.76
45994,0.18,0.65
45995,0.34,0.55
45996,0.3,0.25
45997,0.66,0.75
45998,0.78,0.89
45999,0.28,0.68
46000,0.38,0.51
46001,0.32,0.26
46002,0.26,0.21
46003,0.25,0.26
46004,0.2,0.46
46005,0.22,0.75
46006,0.27,0.72
46007,0.61,0.73
46008,0.22,0.27
46009,0.21,0.52
46010,0.47,0.36
46011,0.36,0.74
46012,0.36,0.46
46013,0.35,0.28
46014,0.1,0.13
46015,0.13,0.56
46016,0.14,0.74
46017,0.17,0.31
46018,0.53,0.5
46019,0.39,0.49
46020,0.14,0.19
46021,0.21,0.51
46022,0.5,0.58
46023,0.18,0.74
46024,0.14,0.5
46025,0.32,0.82
46026,0.42,0.41
46027,0.26,0.41
46028,0.16,0.51
46029,0.15,0.15
46030,0.44,0.55
46031,0.34,0.47
46032,0.52,0.41
46033,0.28,0.52
46034,0.19,0.79
46035,0.21,0.26
46036,0.38,0.16
46037,0.17,0.18
46038,0.27,0.36
46039,0.2,0.26
46040,0.11,0.72
46041,0.28,0.38
46042,0.04,0.02
46043,0.52,0.73
46044,0.37,0.52
46045,0.17,0.61
46046,0.26,0.37
46047,0.73,0.82
46048,0.25,0.32
46049,0.27,0.47
46050,0.49,0.71
46051,0.16,0.3
46052,0.64,0.93
46053,0.12,0.67
46054,0.72,0.84
46055,0.28,0.24
46056,0.38,0.55
46057,0.2,0.33
46058,0.21,0.47
46059,0.65,0.74
46060,0.29,0.39
46061,0.15,0.3
46062,0.23,0.59
46063,0.1,0.64
46064,0.19,0.13
46065,0.15,0.27
46066,0.11,0.79
46067,0.25,0.64
46068,0.46,0.62
46069,0.23,0.51
46070,0.28,0.28
46071,0.3,0.42
46072,0.46,0.47
46073,0.33,0.5
46074,0.4,0.8
46075,0.13,0.14
46076,0.28,0.22
46077,0.26,0.28
46078,0.2,0.19
46079,0.47,0.32
46080,0.15,0.26
46081,0.34,0.63
46082,0.17,0.27
46083,0.18,0.16
46084,0.38,0.48
46085,0.25,0.49
46086,0.41,0.84
46087,0.23,0.12
46088,0.18,0.22
46089,0.31,0.73
46090,0.11,0.07
46091,0.74,0.83
46092,0.39,0.81
46093,0.1,0.27
46094,0.26,0.2
46095,0.21,0.83
46096,0.2,0.44
46097,0.03,0.05
46098,0.19,0.61
46099,0.44,0.33
46100,0.55,0.55
46101,0.18,0.13
46102,0.4,0.53
46103,0.41,0.4
46104,0.2,0.65
46105,0.23,0.24
46106,0.17,0.81
46107,0.59,0.69
46108,0.21,0.4
46109,0.21,0.4
46110,0.28,0.32
46111,0.76,0.85
46112,0.18,0.42
46113,0.11,0.08
46114,0.15,0.81
46115,0.48,0.66
46116,0.07,0.14
46117,0.16,0.3
46118,0.16,0.66
46119,0.34,0.76
46120,0.31,0.63
46121,0.42,0.43
46122,0.24,0.2
46123,0.2,0.41
46124,0.15,0.37
46125,0.2,0.41
46126,0.33,0.76
46127,0.32,0.57
46128,0.64,0.76
46129,0.42,0.57
46130,0.09,0.16
46131,0.31,0.7
46132,0.11,0.23
46133,0.29,0.42
46134,0.27,0.74
46135,0.21,0.27
46136,0.11,0.79
46137,0.45,0.67
46138,0.21,0.26
46139,0.14,0.26
46140,0.73,0.94
46141,0.31,0.61
46142,0.54,0.34
46143,0.23,0.34
46144,0.17,0.56
46145,0.16,0.16
46146,0.13,0.38
46147,0.28,0.33
46148,0.71,0.81
46149,0.16,0.91
46150,0.6,0.72
46151,0.06,0.08
46152,0.21,0.36
46153,0.31,0.35
46154,0.22,0.23
46155,0.7,0.75
46156,0.16,0.3
46157,0.29,0.22
46158,0.48,0.44
46159,0.34,0.34
46160,0.35,0.84
46161,0.28,0.19
46162,0.25,0.67
46163,0.13,0.2
46164,0.23,0.37
46165,0.21,0.37
46166,0.18,0.19
46167,0.58,0.77
46168,0.21,0.37
46169,0.25,0.49
46170,0.59,0.73
46171,0.62,0.7
46172,0.17,0.23
46173,0.18,0.22
46174,0.39,0.46
46175,0.37,0.5
46176,0.13,0.39
46177,0.4,0.51
46178,0.53,0.29
46179,0.42,0.77
46180,0.18,0.09
46181,0.34,0.31
46182,0.09,0.79
46183,0.43,0.64
46184,0.16,0.41
46185,0.47,0.8
46186,0.27,0.76
46187,0.44,0.58
46188,0.37,0.54
46189,0.1,0.45
46190,0.18,0.46
46191,0.48,0.46
46192,0.17,0.5
46193,0.52,0.73
46194,0.53,0.58
46195,0.17,0.14
46196,0.2,0.52
46197,0.17,0.62
46198,0.75,0.84
46199,0.24,0.28
46200,0.13,0.18
46201,0.53,0.73
46202,0.16,0.61
46203,0.13,0.48
46204,0.34,0.53
46205,0.24,0.34
46206,0.52,0.36
46207,0.38,0.76
46208,0.18,0.73
46209,0.13,0.16
46210,0.14,0.25
46211,0.24,0.1
46212,0.19,0.32
46213,0.35,0.3
46214,0.31,0.7
46215,0.09,0.71
46216,0.2,0.43
46217,0.23,0.25
46218,0.18,0.25
46219,0.23,0.6
46220,0.27,0.48
46221,0.13,0.33
46222,0.23,0.56
46223,0.26,0.35
46224,0.1,0.16
46225,0.67,0.73
46226,0.27,0.28
46227,0.29,0.31
46228,0.35,0.76
46229,0.19,0.55
46230,0.1,0.2
46231,0.27,0.86
46232,0.1,0.12
46233,0.24,0.46
46234,0.21,0.41
46235,0.58,0.76
46236,0.24,0.68
46237,0.57,0.79
46238,0.31,0.52
46239,0.56,0.64
46240,0.32,0.52
46241,0.16,0.37
46242,0.22,0.13
46243,0.13,0.32
46244,0.26,0.53
46245,0.4,0.24
46246,0.3,0.38
46247,0.36,0.58
46248,0.14,0.15
46249,0.19,0.43
46250,0.24,0.39
46251,0.46,0.41
46252,0.57,0.58
46253,0.2,0.61
46254,0.31,0.45
46255,0.26,0.5
46256,0.08,0.72
46257,0.35,0.51
46258,0.29,0.76
46259,0.3,0.24
46260,0.31,0.39
46261,0.42,0.41
46262,0.72,0.83
46263,0.29,0.68
46264,0.11,0.81
46265,0.71,0.84
46266,0.24,0.35
46267,0.3,0.76
46268,0.28,0.78
46269,0.21,0.4
46270,0.16,0.36
46271,0.3,0.47
46272,0.1,0.23
46273,0.25,0.11
46274,0.69,0.67
46275,0.19,0.55
46276,0.25,0.27
46277,0.43,0.35
46278,0.25,0.32
46279,0.23,0.84
46280,0.11,0.22
46281,0.49,0.8
46282,0.25,0.34
46283,0.15,0.32
46284,0.11,0.14
46285,0.55,0.58
46286,0.27,0.69
46287,0.41,0.56
46288,0.11,0.09
46289,0.22,0.26
46290,0.19,0.64
46291,0.25,0.31
46292,0.14,0.34
46293,0.21,0.34
46294,0.12,0.58
46295,0.49,0.52
46296,0.55,0.65
46297,0.12,0.18
46298,0.11,0.15
46299,0.62,0.84
46300,0.22,0.32
46301,0.34,0.69
46302,0.14,0.65
46303,0.17,0.23
46304,0.38,0.82
46305,0.24,0.27
46306,0.05,0.01
46307,0.1,0.13
46308,0.28,0.29
46309,0.7,0.77
46310,0.16,0.15
46311,0.55,0.69
46312,0.14,0.65
46313,0.09,0.12
46314,0.4,0.86
46315,0.78,0.82
46316,0.59,0.32
46317,0.22,0.22
46318,0.09,0.11
46319,0.06,0.59
46320,0.39,0.36
46321,0.21,0.23
46322,0.12,0.21
46323,0.27,0.62
46324,0.18,0.45
46325,0.25,0.31
46326,0.19,0.66
46327,0.13,0.08
46328,0.17,0.13
46329,0.62,0.68
46330,0.2,0.26
46331,0.25,0.93
46332,0.48,0.78
46333,0.31,0.42
46334,0.09,0.06
46335,0.25,0.75
46336,0.51,0.73
46337,0.15,0.13
46338,0.34,0.39
46339,0.58,0.58
46340,0.65,0.82
46341,0.15,0.14
46342,0.19,0.6
46343,0.19,0.48
46344,0.6,0.89
46345,0.13,0.17
46346,0.54,0.49
46347,0.31,0.64
46348,0.62,0.82
46349,0.6,0.65
46350,0.16,0.17
46351,0.21,0.42
46352,0.17,0.21
46353,0.34,0.5
46354,0.6,0.67
46355,0.18,0.41
46356,0.45,0.39
46357,0.16,0.68
46358,0.22,0.23
46359,0.31,0.28
46360,0.1,0.04
46361,0.61,0.75
46362,0.21,0.38
46363,0.5,0.71
46364,0.15,0.79
46365,0.16,0.42
46366,0.17,0.49
46367,0.1,0.16
46368,0.4,0.56
46369,0.64,0.68
46370,0.39,0.79
46371,0.14,0.09
46372,0.07,0.24
46373,0.29,0.43
46374,0.36,0.45
46375,0.22,0.22
46376,0.24,0.25
46377,0.86,0.87
46378,0.3,0.51
46379,0.06,0.2
46380,0.11,0.2
46381,0.24,0.4
46382,0.24,0.19
46383,0.84,0.88
46384,0.49,0.49
46385,0.15,0.53
46386,0.4,0.57
46387,0.2,0.49
46388,0.47,0.56
46389,0.45,0.42
46390,0.13,0.45
46391,0.17,0.5
46392,0.06,0.07
46393,0.62,0.67
46394,0.59,0.82
46395,0.09,0.72
46396,0.49,0.59
46397,0.23,0.72
46398,0.27,0.52
46399,0.36,0.79
46400,0.44,0.59
46401,0.22,0.72
46402,0.39,0.47
46403,0.63,0.78
46404,0.5,0.66
46405,0.57,0.77
46406,0.09,0.09
46407,0.21,0.47
46408,0.26,0.35
46409,0.15,0.72
46410,0.26,0.27
46411,0.52,0.57
46412,0.17,0.19
46413,0.45,0.52
46414,0.1,0.07
46415,0.21,0.4
46416,0.29,0.79
46417,0.12,0.16
46418,0.23,0.59
46419,0.24,0.63
46420,0.21,0.22
46421,0.38,0.72
46422,0.59,0.57
46423,0.41,0.54
46424,0.15,0.27
46425,0.63,0.83
46426,0.46,0.53
46427,0.17,0.4
46428,0.19,0.48
46429,0.34,0.66
46430,0.15,0.32
46431,0.08,0.17
46432,0.53,0.85
46433,0.31,0.33
46434,0.46,0.65
46435,0.15,0.56
46436,0.1,0.23
46437,0.22,0.43
46438,0.53,0.5
46439,0.31,0.37
46440,0.17,0.4
46441,0.09,0.15
46442,0.6,0.7
46443,0.21,0.76
46444,0.24,0.12
46445,0.24,0.36
46446,0.18,0.28
46447,0.19,0.34
46448,0.29,0.66
46449,0.08,0.05
46450,0.21,0.39
46451,0.31,0.38
46452,0.35,0.54
46453,0.21,0.34
46454,0.34,0.1
46455,0.15,0.24
46456,0.27,0.35
46457,0.31,0.47
46458,0.14,0.89
46459,0.29,0.6
46460,0.53,0.71
46461,0.46,0.64
46462,0.19,0.69
46463,0.4,0.54
46464,0.2,0.42
46465,0.16,0.4
46466,0.25,0.59
46467,0.33,0.61
46468,0.13,0.14
46469,0.14,0.42
46470,0.14,0.77
46471,0.2,0.59
46472,0.23,0.39
46473,0.67,0.76
46474,0.71,0.9
46475,0.14,0.65
46476,0.78,0.82
46477,0.3,0.68
46478,0.58,0.86
46479,0.44,0.8
46480,0.15,0.56
46481,0.13,0.35
46482,0.25,0.39
46483,0.09,0.35
46484,0.19,0.42
46485,0.26,0.16
46486,0.53,0.95
46487,0.18,0.26
46488,0.3,0.41
46489,0.14,0.37
46490,0.1,0.2
46491,0.31,0.24
46492,0.47,0.68
46493,0.19,0.29
46494,0.07,0.1
46495,0.23,0.68
46496,0.18,0.22
46497,0.3,0.28
46498,0.23,0.2
46499,0.26,0.49
46500,0.5,0.56
46501,0.27,0.48
46502,0.26,0.26
46503,0.28,0.17
46504,0.26,0.44
46505,0.35,0.54
46506,0.21,0.18
46507,0.29,0.55
46508,0.12,0.16
46509,0.37,0.27
46510,0.14,0.3
46511,0.14,0.88
46512,0.11,0.71
46513,0.35,0.63
46514,0.73,0.71
46515,0.43,0.7
46516,0.37,0.48
46517,0.31,0.81
46518,0.29,0.67
46519,0.25,0.61
46520,0.05,0.12
46521,0.26,0.73
46522,0.24,0.47
46523,0.23,0.78
46524,0.16,0.67
46525,0.31,0.71
46526,0.19,0.21
46527,0.47,0.78
46528,0.41,0.47
46529,0.29,0.42
46530,0.69,0.73
46531,0.28,0.56
46532,0.42,0.3
46533,0.2,0.3
46534,0.21,0.89
46535,0.23,0.39
46536,0.45,0.71
46537,0.16,0.18
46538,0.1,0.14
46539,0.2,0.31
46540,0.34,0.45
46541,0.09,0.06
46542,0.12,0.72
46543,0.17,0.26
46544,0.48,0.62
46545,0.52,0.7
46546,0.15,0.2
46547,0.54,0.61
46548,0.21,0.84
46549,0.29,0.74
46550,0.15,0.15
46551,0.26,0.36
46552,0.14,0.76
46553,0.32,0.36
46554,0.47,0.47
46555,0.21,0.2
46556,0.34,0.59
46557,0.13,0.13
46558,0.35,0.5
46559,0.22,0.45
46560,0.22,0.09
46561,0.27,0.33
46562,0.19,0.86
46563,0.63,0.87
46564,0.41,0.49
46565,0.42,0.38
46566,0.18,0.31
46567,0.1,0.09
46568,0.78,0.92
46569,0.3,0.18
46570,0.18,0.18
46571,0.16,0.72
46572,0.24,0.3
46573,0.09,0.75
46574,0.25,0.59
46575,0.16,0.26
46576,0.2,0.57
46577,0.23,0.32
46578,0.24,0.72
46579,0.35,0.67
46580,0.24,0.57
46581,0.22,0.64
46582,0.24,0.19
46583,0.18,0.62
46584,0.14,0.35
46585,0.2,0.17
46586,0.43,0.74
46587,0.33,0.76
46588,0.17,0.21
46589,0.09,0.13
46590,0.3,0.48
46591,0.36,0.5
46592,0.2,0.6
46593,0.21,0.19
46594,0.31,0.5
46595,0.19,0.25
46596,0.64,0.73
46597,0.68,0.8
46598,0.19,0.73
46599,0.14,0.55
46600,0.34,0.36
46601,0.18,0.23
46602,0.37,0.78
46603,0.21,0.49
46604,0.19,0.42
46605,0.31,0.45
46606,0.18,0.48
46607,0.41,0.37
46608,0.22,0.23
46609,0.19,0.53
46610,0.32,0.59
46611,0.25,0.21
46612,0.04,0.08
46613,0.19,0.78
46614,0.27,0.85
46615,0.42,0.61
46616,0.35,0.17
46617,0.28,0.62
46618,0.58,0.4
46619,0.16,0.4
46620,0.28,0.2
46621,0.2,0.28
46622,0.54,0.72
46623,0.3,0.55
46624,0.31,0.52
46625,0.17,0.08
46626,0.71,0.91
46627,0.44,0.45
46628,0.24,0.37
46629,0.27,0.45
46630,0.47,0.66
46631,0.21,0.69
46632,0.25,0.82
46633,0.12,0.19
46634,0.18,0.65
46635,0.73,0.76
46636,0.18,0.19
46637,0.25,0.45
46638,0.1,0.12
46639,0.18,0.38
46640,0.63,0.77
46641,0.16,0.76
46642,0.27,0.49
46643,0.21,0.32
46644,0.08,0.08
46645,0.58,0.8
46646,0.31,0.5
46647,0.34,0.53
46648,0.55,0.65
46649,0.24,0.35
46650,0.16,0.4
46651,0.02,0.07
46652,0.17,0.13
46653,0.37,0.3
46654,0.5,0.38
46655,0.16,0.2
46656,0.33,0.5
46657,0.13,0.28
46658,0.27,0.83
46659,0.31,0.24
46660,0.12,0.54
46661,0.24,0.44
46662,0.14,0.08
46663,0.29,0.32
46664,0.2,0.67
46665,0.15,0.64
46666,0.33,0.33
46667,0.24,0.63
46668,0.2,0.13
46669,0.09,0.15
46670,0.32,0.5
46671,0.5,0.77
46672,0.29,0.68
46673,0.08,0.72
46674,0.21,0.43
46675,0.08,0.09
46676,0.15,0.27
46677,0.14,0.45
46678,0.21,0.31
46679,0.77,0.92
46680,0.11,0.12
46681,0.27,0.31
46682,0.68,0.82
46683,0.13,0.29
46684,0.14,0.25
46685,0.31,0.55
46686,0.21,0.34
46687,0.27,0.28
46688,0.21,0.41
46689,0.07,0.17
46690,0.84,0.9
46691,0.21,0.31
46692,0.41,0.61
46693,0.14,0.31
46694,0.2,0.3
46695,0.1,0.26
46696,0.48,0.62
46697,0.26,0.2
46698,0.34,0.76
46699,0.17,0.76
46700,0.38,0.52
46701,0.15,0.78
46702,0.13,0.15
46703,0.55,0.71
46704,0.3,0.5
46705,0.73,0.92
46706,0.07,0.67
46707,0.34,0.43
46708,0.2,0.59
46709,0.3,0.13
46710,0.31,0.54
46711,0.4,0.78
46712,0.3,0.67
46713,0.14,0.21
46714,0.31,0.43
46715,0.62,0.72
46716,0.33,0.49
46717,0.41,0.69
46718,0.32,0.68
46719,0.12,0.36
46720,0.32,0.08
46721,0.14,0.59
46722,0.26,0.22
46723,0.09,0.53
46724,0.24,0.15
46725,0.32,0.43
46726,0.62,0.62
46727,0.16,0.13
46728,0.28,0.41
46729,0.23,0.53
46730,0.2,0.37
46731,0.22,0.36
46732,0.33,0.34
46733,0.25,0.21
46734,0.15,0.59
46735,0.1,0.18
46736,0.15,0.09
46737,0.03,0.1
46738,0.47,0.68
46739,0.67,0.69
46740,0.25,0.66
46741,0.34,0.34
46742,0.22,0.68
46743,0.43,0.82
46744,0.12,0.75
46745,0.49,0.48
46746,0.34,0.44
46747,0.43,0.28
46748,0.23,0.21
46749,0.2,0.12
46750,0.12,0.67
46751,0.38,0.35
46752,0.18,0.53
46753,0.36,0.23
46754,0.4,0.59
46755,0.32,0.38
46756,0.44,0.51
46757,0.61,0.88
46758,0.23,0.37
46759,0.2,0.23
46760,0.45,0.53
46761,0.09,0.02
46762,0.15,0.22
46763,0.25,0.5
46764,0.26,0.28
46765,0.19,0.18
46766,0.08,0.66
46767,0.3,0.61
46768,0.24,0.48
46769,0.32,0.34
46770,0.43,0.76
46771,0.14,0.54
46772,0.26,0.17
46773,0.04,0.05
46774,0.35,0.42
46775,0.17,0.42
46776,0.73,0.67
46777,0.51,0.6
46778,0.22,0.66
46779,0.48,0.51
46780,0.49,0.46
46781,0.59,0.85
46782,0.16,0.79
46783,0.21,0.3
46784,0.21,0.23
46785,0.15,0.17
46786,0.44,0.4
46787,0.22,0.35
46788,0.45,0.45
46789,0.21,0.64
46790,0.51,0.7
46791,0.05,0.15
46792,0.25,0.48
46793,0.16,0.67
46794,0.14,0.22
46795,0.5,0.65
46796,0.17,0.53
46797,0.23,0.54
46798,0.24,0.29
46799,0.59,0.51
46800,0.47,0.49
46801,0.41,0.65
46802,0.3,0.74
46803,0.68,0.69
46804,0.19,0.69
46805,0.23,0.37
46806,0.35,0.37
46807,0.56,0.7
46808,0.12,0.14
46809,0.59,0.56
46810,0.27,0.39
46811,0.24,0.64
46812,0.25,0.55
46813,0.21,0.13
46814,0.28,0.42
46815,0.21,0.51
46816,0.22,0.73
46817,0.22,0.28
46818,0.11,0.21
46819,0.29,0.22
46820,0.12,0.74
46821,0.08,0.17
46822,0.43,0.84
46823,0.06,0.03
46824,0.17,0.14
46825,0.05,0.41
46826,0.2,0.64
46827,0.26,0.4
46828,0.12,0.38
46829,0.18,0.55
46830,0.27,0.57
46831,0.18,0.71
46832,0.25,0.55
46833,0.24,0.2
46834,0.42,0.46
46835,0.56,0.76
46836,0.23,0.6
46837,0.32,0.33
46838,0.33,0.32
46839,0.08,0.89
46840,0.5,0.67
46841,0.08,0.17
46842,0.15,0.59
46843,0.14,0.33
46844,0.18,0.56
46845,0.19,0.53
46846,0.28,0.53
46847,0.62,0.74
46848,0.44,0.17
46849,0.2,0.19
46850,0.45,0.66
46851,0.51,0.72
46852,0.35,0.77
46853,0.17,0.14
46854,0.09,0.24
46855,0.08,0.54
46856,0.18,0.49
46857,0.2,0.45
46858,0.18,0.14
46859,0.1,0.23
46860,0.37,0.77
46861,0.24,0.46
46862,0.29,0.12
46863,0.21,0.47
46864,0.09,0.13
46865,0.35,0.33
46866,0.3,0.28
46867,0.4,0.42
46868,0.49,0.72
46869,0.16,0.61
46870,0.17,0.53
46871,0.25,0.67
46872,0.1,0.17
46873,0.11,0.43
46874,0.19,0.23
46875,0.57,0.61
46876,0.12,0.66
46877,0.06,0.08
46878,0.1,0.21
46879,0.73,0.83
46880,0.27,0.59
46881,0.27,0.28
46882,0.26,0.59
46883,0.24,0.2
46884,0.28,0.08
46885,0.04,0.12
46886,0.11,0.45
46887,0.14,0.28
